Name	Cluster	desc	GID	PID1	PID2	PID3	H_Count	H_pos	H_Count_Disorder	H_pc_Disorder	G_Count	G_pos	G_Count_Disorder	G_pc_Disorder	D_Count	D_pos	D_Count_Disorder	D_pc_Disorder	GO
RSPRY1	NA	ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29420]	ENSG00000159579	ENSP00000443176	ENSGALP00000002063	ENSDARP00000085041	4	199,259,350,489	2	0	4	198,258,349,488	0	0	4	19,203,263,274	66	18	GO:0005576,GO:0005488,GO:0005515,GO:0008270
SMARCD2	NA	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]	ENSG00000108604	ENSP00000392617	ENSGALP00000000494	ENSDARP00000104597	3	247,296,400	35	13	4	211,260,291,364	11	4	4	53,217,266,297	153	44	GO:0090544,GO:0006338,GO:0006337,GO:0005515,GO:0003713,GO:0005634,GO:0006357,GO:0031492,GO:0016514,GO:0043044,GO:0000978,GO:0000790,GO:0000980,GO:0043234,GO:0006351
ZNF592	10	zinc finger protein 592 [Source:HGNC Symbol;Acc:HGNC:28986]	ENSG00000166716	ENSP00000452877	ENSGALP00000003891	ENSDARP00000132722	6	279,315,339,380,387,521	275	80	6	269,293,393,400,449,554	232	60	6	270,301,366,373,468,506	249	74	GO:0005654,GO:0003677,GO:0006351,GO:0005515,GO:0046872,GO:0006355
DACT2	NA	dishevelled-binding antagonist of beta-catenin 2 [Source:HGNC Symbol;Acc:HGNC:21231]	ENSG00000164488	ENSP00000355760	ENSGALP00000018395	ENSDARP00000078756	5	433,583,646,664,696	273	75	7	111,122,167,200,241,320,351	179	52	8	246,334,393,476,477,494,531,536	296	75	GO:0070097,GO:0005515,GO:0003382,GO:1900108,GO:0072061,GO:0043588,GO:0005080,GO:0051018,GO:0007162,GO:0008134,GO:0005739,GO:0008013,GO:0002244
C10orf76	NA	chromosome 10 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25788]	ENSG00000120029	ENSP00000359050	ENSGALP00000012388	ENSDARP00000140852	5	11,12,115,230,288	21	5	5	11,12,115,230,288	30	7	4	11,12,230,288	37	9	GO:0005488,GO:0016021
PPP4R4	NA	protein phosphatase 4, regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788]	ENSG00000119698	ENSP00000305924	ENSGALP00000017802	ENSDARP00000120194	5	632,668,793,808,862	158	47	6	632,668,738,793,842,862	116	35	5	30,41,66,149,170	0	0	GO:0019888,GO:0080163,GO:0005515,GO:0032515,GO:0005488,GO:0005737,GO:0008287
SEMA6A	NA	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:HGNC Symbol;Acc:HGNC:10738]	ENSG00000092421	ENSP00000257414	ENSGALP00000003601	ENSDARP00000140623	3	493,549,712	82	25	3	421,493,712	55	14	5	14,110,184,212,256	55	16	GO:0030424,GO:0051642,GO:0009887,GO:0016021,GO:0006915,GO:0007411,GO:0005887,GO:0004888,GO:0007010,GO:0071526,GO:0016020,GO:0005886,GO:0005515,GO:0001764,GO:0007166,GO:0030215,GO:0007399,GO:2001224
MYO1D	NA	myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]	ENSG00000176658	ENSP00000324527	ENSGALP00000000954	ENSDARP00000067761	4	374,523,550,568	0	0	5	280,374,523,550,568	0	0	4	374,523,550,568	0	0	GO:0005524,GO:0005516,GO:0051641,GO:0000146,GO:0044853,GO:0005768,GO:0031410,GO:0016459,GO:0097440,GO:0048306,GO:0003774,GO:0005903,GO:0030424,GO:0043005,GO:0016323,GO:0030673,GO:0051015,GO:0008152,GO:0005790,GO:0043209,GO:0005515,GO:0019904,GO:0030898,GO:0043025,GO:0061502,GO:0070062,GO:0010923
POLN	NA	polymerase (DNA directed) nu [Source:HGNC Symbol;Acc:HGNC:18870]	ENSG00000130997	ENSP00000435506	ENSGALP00000025261	ENSDARP00000099211	6	405,451,499,541,554,570	8	3	3	477,567,719	6	1	5	730,820,832,849,945	3	0	GO:0005654,GO:0003677,GO:0036297,GO:0019985,GO:0030332,GO:0043231,GO:0005515,GO:0003887,GO:0006260,GO:0071897,GO:0000724,GO:0006261,GO:0005634
SHC3	8	SHC (Src homology 2 domain containing) transforming protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]	ENSG00000148082	ENSP00000364995	ENSGALP00000017365	ENSDARP00000139836	2	32,74	105	73	4	479,510,561,562	70	38	3	337,557,558	156	48	GO:0035249,GO:0019901,GO:0007169,GO:0005829,GO:0048011,GO:0005575,GO:0008286,GO:0007265,GO:0005515,GO:0005886,GO:0007173,GO:0007611,GO:0030971,GO:0007165,GO:0004871,GO:0007417
FEZ1	NA	fasciculation and elongation protein zeta 1 (zygin I) [Source:HGNC Symbol;Acc:HGNC:3659]	ENSG00000149557	ENSP00000278919	ENSGALP00000016953	ENSDARP00000109454	3	266,313,328	35	21	3	55,313,328	260	69	3	267,315,330	54	33	GO:0030424,GO:0030425,GO:0005813,GO:0007411,GO:0043015,GO:0005737,GO:0071363,GO:0005739,GO:0051654,GO:0006810,GO:0042995,GO:0010976,GO:0045666,GO:0015630,GO:0005886,GO:0005515,GO:0047485,GO:0005874,GO:0005080,GO:0007155,GO:0007399
ISPD	NA	isoprenoid synthase domain containing [Source:HGNC Symbol;Acc:HGNC:37276]	ENSG00000214960	ENSP00000385478	ENSGALP00000017536	ENSDARP00000118574	2	115,313	0	0	2	83,246	0	0	3	20,175,284	38	10	GO:0003824,GO:0006486,GO:0007411,GO:0050518,GO:0035269,GO:0008299
ZNF839	NA	zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]	ENSG00000022976	ENSP00000399863	ENSGALP00000018521	ENSDARP00000127918	2	103,240	139	58	4	17,88,121,248	191	57	5	176,295,316,411,424	195	56	GO:0046872
GUF1	2	GUF1 GTPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25799]	ENSG00000151806	ENSP00000281543	ENSGALP00000022947	ENSDARP00000042671	4	377,389,586,609	0	0	4	213,368,380,453	4	1	3	60,86,228	0	0	GO:0043022,GO:0005739,GO:0005743,GO:0005525,GO:0005759,GO:0003924,GO:0006412,GO:0045727
KIAA0226	NA	KIAA0226 [Source:HGNC Symbol;Acc:HGNC:28991]	ENSG00000145016	ENSP00000296343	ENSGALP00000012206	ENSDARP00000137353	5	384,385,563,574,600	166	52	5	244,330,364,365,424	223	79	5	22,216,234,291,320	178	44	GO:0005515,GO:0005764,GO:0005794,GO:0006897,GO:0043553,GO:0010507,GO:1901097,GO:0045806,GO:0006914,GO:0005769,GO:0005770
CCDC39	1	coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:HGNC:25244]	ENSG00000145075	ENSP00000405708	ENSGALP00000034674	ENSDARP00000141240	7	281,314,319,426,487,493,525	47	13	7	186,265,272,289,322,352,434	87	25	4	179,188,314,462	120	31	GO:0044458,GO:0071907,GO:0060287,GO:0071910,GO:0003341,GO:0005856,GO:0001947,GO:0003356,GO:0005930,GO:0030317,GO:0036159,GO:0030324,GO:0060285,GO:0035469,GO:0070286
BLM	10	Bloom syndrome, RecQ helicase-like [Source:HGNC Symbol;Acc:HGNC:1058]	ENSG00000197299	ENSP00000347232	ENSGALP00000013422	ENSDARP00000098087	6	14,23,38,39,131,178	191	72	5	1075,1169,1314,1315,1365	123	31	8	22,37,38,103,150,215,298,310	300	77	GO:0006974,GO:0003676,GO:0036310,GO:0051259,GO:0005515,GO:0048478,GO:0000781,GO:0000733,GO:0006260,GO:0016818,GO:0031297,GO:0000166,GO:0071479,GO:0008026,GO:0000800,GO:0016363,GO:0004386,GO:0016887,GO:0000228,GO:0000405,GO:0000724,GO:0072757,GO:0044237,GO:0005634,GO:0005654,GO:0003677,GO:0016605,GO:0005622,GO:0044267,GO:0006310,GO:0051782,GO:0051880,GO:0004003,GO:0000729,GO:0007095,GO:0000079,GO:0016925,GO:0005730,GO:0010165,GO:0003697,GO:0003824,GO:0032508,GO:0009378,GO:0005524,GO:0045893,GO:0006281,GO:0043687,GO:0045910,GO:0072711,GO:0002039,GO:0005737,GO:0043140
CNTN2	NA	contactin 2 (axonal) [Source:HGNC Symbol;Acc:HGNC:2172]	ENSG00000184144	ENSP00000330633	ENSGALP00000000926	ENSDARP00000000486	6	313,354,383,463,509,565	35	9	5	441,458,504,556,634	29	9	7	231,318,353,398,445,462,508	44	11	GO:0001764,GO:0007628,GO:0043209,GO:0007155,GO:0031175,GO:0043621,GO:0048168,GO:0030246,GO:0008076,GO:0071205,GO:0031133,GO:0021853,GO:0000226,GO:0001948,GO:0005886,GO:0031623,GO:0005515,GO:0042802,GO:0045163,GO:0048710,GO:0045665,GO:0043025,GO:0097090,GO:0071206,GO:0007160,GO:0045202,GO:0009986,GO:0033268,GO:0060168,GO:0007413,GO:0043005,GO:0030424,GO:0007612,GO:0044224,GO:0031225,GO:0007409,GO:0022010,GO:0005887,GO:0007411,GO:0010954,GO:0010769
PWWP2B	NA	PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]	ENSG00000171813	ENSP00000306324	ENSGALP00000037767	ENSDARP00000133698	3	181,361,461	313	82	3	168,188,420	262	74	4	175,208,301,388	270	86	GO:0005654,GO:0005515
SMPD3	NA	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) [Source:HGNC Symbol;Acc:HGNC:14240]	ENSG00000103056	ENSP00000219334	ENSGALP00000001129	ENSDARP00000133312	5	204,298,325,486,487	147	38	8	204,205,305,330,335,336,491,492	130	33	4	197,198,326,349	172	68	GO:0002244,GO:0006685,GO:0006687,GO:0000137,GO:0006665,GO:0030072,GO:0006684,GO:0044281,GO:0007049,GO:0046872,GO:0004767,GO:0005794,GO:0005515,GO:0005886,GO:0000139
BCORL1	NA	BCL6 corepressor-like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	ENSG00000085185	ENSP00000437775	ENSGALP00000006324	ENSDARP00000102285	4	703,815,821,860	176	68	3	1278,1402,1466	72	25	8	292,322,331,424,443,522,546,590	252	63	GO:0005654,GO:0005737,GO:0006351,GO:0016568,GO:0005515,GO:0005886,GO:0006355
PAPD5	NA	PAP associated domain containing 5 [Source:HGNC Symbol;Acc:HGNC:30758]	ENSG00000121274	ENSP00000396995	ENSGALP00000006115	ENSDARP00000078717	4	432,561,600,647	166	52	3	94,234,363	82	22	3	12,143,283	12	3	GO:0004652,GO:0008152,GO:0046872,GO:0071897,GO:0003887,GO:0005575,GO:0006364,GO:0071044,GO:0005737,GO:0044822,GO:0003677,GO:0007067,GO:0051301,GO:0006397,GO:0016779,GO:0005730
TYR	NA	tyrosinase [Source:HGNC Symbol;Acc:HGNC:12442]	ENSG00000077498	ENSP00000263321	ENSGALP00000027812	ENSDARP00000111575	2	141,340	23	7	2	192,348	19	7	3	115,141,255	7	2	GO:0033280,GO:0033162,GO:0005764,GO:0005515,GO:0048471,GO:0005829,GO:0006583,GO:0006726,GO:0007601,GO:0005798,GO:0004503,GO:0046982,GO:0034641,GO:0008152,GO:0009411,GO:0042470,GO:0044281,GO:0005634,GO:0008283,GO:0042803,GO:0016491,GO:0051591,GO:0043473,GO:0055114,GO:0016021,GO:0004497,GO:0005507,GO:0048538,GO:0042438,GO:0005737
RIPK4	NA	receptor-interacting serine-threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:496]	ENSG00000183421	ENSP00000332454	ENSGALP00000025962	ENSDARP00000063433	7	272,294,319,354,383,469,493	106	33	5	272,357,384,393,470	105	35	3	272,294,488	108	34	GO:0016772,GO:0005524,GO:0005737,GO:0002009,GO:0051092,GO:0006468,GO:0004672,GO:0005634,GO:0005515,GO:0016020,GO:0004674
RPP30	NA	ribonuclease P/MRP 30kDa subunit [Source:HGNC Symbol;Acc:HGNC:17688]	ENSG00000148688	ENSP00000389182	ENSGALP00000010470	ENSDARP00000037308	6	75,90,160,166,234,290	45	14	6	75,90,160,166,225,234	3	1	4	75,156,162,230	23	9	GO:0005634,GO:0005515,GO:0005655,GO:0008033,GO:0004540,GO:0003824,GO:0004526,GO:0044822,GO:0090502,GO:0090501
NACC2	NA	NACC family member 2, BEN and BTB (POZ) domain containing [Source:HGNC Symbol;Acc:HGNC:23846]	ENSG00000148411	ENSP00000277554	ENSGALP00000002649	ENSDARP00000101084	3	88,121,385	102	25	3	88,121,379	117	29	4	89,122,295,376	51	13	GO:0034629,GO:0010608,GO:0006351,GO:0000790,GO:1900477,GO:0000978,GO:0042803,GO:0016581,GO:0042826,GO:0008284,GO:0008285,GO:0001076,GO:0045892,GO:0016604,GO:0051260,GO:0001078,GO:0005634,GO:1902231,GO:0005515,GO:0004407,GO:0016575
TYK2	NA	tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]	ENSG00000105397	ENSP00000431885	ENSGALP00000043177	ENSDARP00000124187	3	206,207,424	53	16	4	48,81,133,167	15	6	7	322,339,401,452,545,559,592	41	11	GO:0016477,GO:0006468,GO:0004672,GO:0045087,GO:0060338,GO:0031702,GO:0004715,GO:0005856,GO:0016772,GO:0005131,GO:0019221,GO:0005524,GO:0042127,GO:0035556,GO:0005737,GO:0030154,GO:0070062,GO:0005515,GO:0060337,GO:0016020,GO:0038083,GO:0005829,GO:0007169,GO:0004713,GO:0031234,GO:0005634
BCL9L	NA	B-cell CLL/lymphoma 9-like [Source:HGNC Symbol;Acc:HGNC:23688]	ENSG00000186174	ENSP00000335320	ENSGALP00000012443	ENSDARP00000123831	2	1049,1333	385	100	3	1023,1035,1059	137	100	2	39,91	152	100	GO:0030512,GO:0060070,GO:0035019,GO:0005730,GO:0005654,GO:0008013,GO:0006351,GO:0010718,GO:0035914,GO:0045944,GO:0003713,GO:0022604,GO:0005634
TTC12	NA	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]	ENSG00000149292	ENSP00000433757	ENSGALP00000012695	ENSDARP00000073869	2	57,238	62	22	6	221,319,320,372,414,436	2	0	4	213,229,402,481	0	0	GO:0005488,GO:0005515
IFT122	NA	intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556]	ENSG00000163913	ENSP00000296266	ENSGALP00000013755	ENSDARP00000141264	6	52,88,112,131,180,312	44	12	3	52,156,302	1	0	3	29,179,322	2	0	GO:0060971,GO:0061512,GO:0042384,GO:0005737,GO:0035115,GO:0035720,GO:0060173,GO:0097542,GO:0009953,GO:0045879,GO:0035735,GO:0072372,GO:0042733,GO:0060271,GO:0050680,GO:0007227,GO:0021914,GO:0035721,GO:0005929,GO:0006996,GO:0035050,GO:0060830,GO:0097546,GO:0048593,GO:0072594,GO:0030991,GO:0032391,GO:0060831,GO:0001843,GO:0036064,GO:0010172,GO:0016020,GO:0005515
SAMD7	NA	sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25394]	ENSG00000187033	ENSP00000391299	ENSGALP00000015273	ENSDARP00000106854	7	153,242,301,325,367,394,440	192	49	2	8,208	231	77	2	8,232	254	78	GO:0005515
FXR1	NA	fragile X mental retardation, autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]	ENSG00000114416	ENSP00000350170	ENSGALP00000014383	ENSDARP00000124192	3	122,127,340	19	5	6	323,365,473,566,578,613	275	70	3	124,176,337	26	8	GO:0005634,GO:0005844,GO:0043197,GO:0003723,GO:0017148,GO:0002151,GO:0007517,GO:0003730,GO:0003729,GO:0016020,GO:0048471,GO:0005515,GO:0003676,GO:0030154,GO:0005737,GO:0044822,GO:0043034,GO:0035770,GO:0005730,GO:0030424,GO:0030425,GO:0006915
ZAP70	NA	zeta-chain (TCR) associated protein kinase 70kDa [Source:HGNC Symbol;Acc:HGNC:12858]	ENSG00000115085	ENSP00000264972	ENSGALP00000002252	ENSDARP00000006727	2	297,514	69	21	2	219,509	47	12	3	291,313,501	64	20	GO:0016772,GO:0042101,GO:0005911,GO:0045060,GO:0005524,GO:0045582,GO:0042113,GO:0042110,GO:0035556,GO:0005737,GO:0050850,GO:0030154,GO:0006955,GO:0046641,GO:0006468,GO:0004672,GO:0045087,GO:0005102,GO:0004715,GO:0046638,GO:0007169,GO:0004713,GO:0045059,GO:0030217,GO:0045121,GO:0031234,GO:0070489,GO:0050852,GO:0043366,GO:0018108,GO:0005886,GO:0005515,GO:0001784,GO:0046777,GO:0045061,GO:0038083,GO:0002250,GO:0072678,GO:0001772,GO:0005829
GUCY2F	NA	guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:HGNC:4691]	ENSG00000101890	ENSP00000218006	ENSGALP00000001168	ENSDARP00000089419	6	526,544,574,627,646,798	8	2	8	465,498,518,527,560,600,619,698	2	0	5	528,540,627,646,798	9	2	GO:0007168,GO:0005525,GO:0050908,GO:0016849,GO:0007601,GO:0005515,GO:0007603,GO:0016020,GO:0004383,GO:0005640,GO:0006182,GO:0009190,GO:0046982,GO:0004872,GO:0097381,GO:0006468,GO:0004672,GO:0042803,GO:0005887,GO:0022400,GO:0035556,GO:0016056,GO:0016772,GO:0005524
PRMT7	NA	protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]	ENSG00000132600	ENSP00000343103	ENSGALP00000001157	ENSDARP00000068099	3	120,176,292	1	0	3	471,550,586	1	0	2	120,176	5	3	GO:0019918,GO:0005634,GO:0016571,GO:0035241,GO:0035247,GO:0044020,GO:0035243,GO:0043046,GO:0035246,GO:0006355,GO:0006349,GO:0005829,GO:0035242,GO:0006325,GO:0043985,GO:0005515,GO:0005886,GO:0043021,GO:0008757,GO:0030154,GO:0006479,GO:0018216,GO:0043393,GO:0006351,GO:0008168,GO:0008469,GO:0016277,GO:0042393,GO:0019919,GO:0034969,GO:0005730,GO:0005654,GO:0000387
SMG5	NA	SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]	ENSG00000198952	ENSP00000355261	ENSGALP00000014645	ENSDARP00000060808	2	103,300	0	0	3	650,766,868	1	0	4	473,488,689,767	289	73	GO:0010467,GO:0051721,GO:0000184,GO:0005737,GO:0006406,GO:0005634,GO:0035303,GO:0005515,GO:0005829
INPP4B	NA	inositol polyphosphate-4-phosphatase, type II, 105kDa [Source:HGNC Symbol;Acc:HGNC:6075]	ENSG00000109452	ENSP00000425487	ENSGALP00000016043	ENSDARP00000103422	4	76,110,125,326	26	7	4	296,443,488,595	59	14	6	519,544,611,637,761,771	20	5	GO:0006874,GO:0046822,GO:0046850,GO:0005623,GO:0044281,GO:0008289,GO:0006644,GO:0005515,GO:0006661,GO:0005829,GO:0036092,GO:0034597,GO:0016311,GO:0045671,GO:0034593,GO:0034594,GO:0043647,GO:0051896,GO:0007165,GO:0016316
CAB39	NA	calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]	ENSG00000135932	ENSP00000258418	ENSGALP00000041816	ENSDARP00000063785	2	19,226	6	1	2	19,226	6	1	2	157,226	0	0	GO:0019900,GO:1902554,GO:0032147,GO:0023014,GO:0007050,GO:0071476,GO:0035556,GO:0071902,GO:0005488,GO:0005515,GO:0070062,GO:1901017,GO:0008286,GO:2000681,GO:0010800,GO:0033138,GO:0005829,GO:2000687,GO:1901380,GO:0030295,GO:0043539
ATXN10	2	ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]	ENSG00000130638	ENSP00000252934	ENSGALP00000022974	ENSDARP00000066979	4	38,54,242,252	8	2	5	69,136,248,262,293	0	0	8	32,96,113,138,168,179,261,306	0	0	GO:0031175,GO:0007399,GO:0070207,GO:0019899,GO:0005829,GO:0042802,GO:0016020,GO:0005886,GO:0048471,GO:0005515,GO:0043025,GO:0005737,GO:0005488,GO:0005615,GO:0030425
DUSP4	NA	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	ENSG00000120875	ENSP00000240100	ENSGALP00000037153	ENSDARP00000065663	3	77,148,312	21	6	2	168,210	5	3	5	58,113,129,287,327	3	0	GO:0004725,GO:0034142,GO:0045087,GO:0005654,GO:0016791,GO:0034166,GO:0038123,GO:0035666,GO:0016311,GO:0038124,GO:0002756,GO:0017017,GO:0000188,GO:0008138,GO:0035335,GO:0002755,GO:0008330,GO:0048011,GO:0002224,GO:0000165,GO:0051403,GO:0001706,GO:0034134,GO:0034146,GO:0034138,GO:0006470,GO:0034162,GO:0005634
SQLE	NA	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]	ENSG00000104549	ENSP00000265896	ENSGALP00000026293	ENSDARP00000098511	4	291,298,450,457	0	0	2	146,297	5	1	2	131,283	19	7	GO:0005789,GO:0043231,GO:0006725,GO:0016491,GO:0008203,GO:0055114,GO:0016021,GO:0004506,GO:0044281,GO:0050660,GO:0010033,GO:0006695,GO:0016126
POP1	NA	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:30129]	ENSG00000104356	ENSP00000385787	ENSGALP00000029036	ENSDARP00000130538	2	644,924	148	38	2	471,477	21	19	2	323,435	9	4	GO:0005515,GO:0008033,GO:0005655,GO:0001682,GO:0016078,GO:0006396,GO:0000171,GO:0090502,GO:0090501,GO:0000172,GO:0044822,GO:0004526,GO:0005615
SLTM	NA	SAFB-like, transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]	ENSG00000137776	ENSP00000369887	ENSGALP00000006652	ENSDARP00000115812	10	321,334,351,361,368,475,485,503,547,587	312	85	5	307,324,334,448,458	227	90	2	35,294	297	82	GO:0006351,GO:0044822,GO:0005654,GO:0006915,GO:0006355,GO:0003676,GO:0000166
ATP10A	2	ATPase, class V, type 10A [Source:HGNC Symbol;Acc:HGNC:13542]	ENSG00000206190	ENSP00000349325	ENSGALP00000026980	ENSDARP00000080968	5	337,440,480,512,518	75	26	6	223,241,439,479,511,517	65	16	7	433,473,505,511,608,625,722	120	30	GO:0034220,GO:0055085,GO:0004012,GO:0045332,GO:0005886,GO:0005515,GO:0000166,GO:0008360,GO:0008152,GO:0046872,GO:0005622,GO:0000287,GO:0015914,GO:0016021,GO:0005789,GO:0005524,GO:0006886,GO:0005783
HSPA12A	NA	heat shock 70kDa protein 12A [Source:HGNC Symbol;Acc:HGNC:19022]	ENSG00000165868	ENSP00000358211	ENSGALP00000015031	ENSDARP00000106960	3	433,452,653	0	0	2	350,369	0	0	4	431,450,604,662	2	0	GO:0008150,GO:0070062,GO:0003674,GO:0005524
AIDA	NA	axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]	ENSG00000186063	ENSP00000339161	ENSGALP00000037838	ENSDARP00000026849	2	59,250	52	17	2	59,250	47	16	2	57,247	42	14	GO:0046329,GO:0005737,GO:0043508,GO:0009953,GO:0005515,GO:0019904,GO:0043496,GO:0005575
SIPA1L2	10	signal-induced proliferation-associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	ENSG00000116991	ENSP00000355589	ENSGALP00000017941	ENSDARP00000082526	4	826,1011,1061,1104	99	26	5	1464,1474,1491,1499,1526	18	11	6	1334,1360,1371,1447,1473,1500	154	57	GO:0005096,GO:0043547,GO:0051056,GO:0005515
AGO2	NA	argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]	ENSG00000123908	ENSP00000220592	ENSGALP00000026044	ENSDARP00000081621	3	128,206,365	23	6	2	211,370	23	8	2	15,220	32	10	GO:0045947,GO:0045087,GO:0035068,GO:0005654,GO:0090502,GO:0003743,GO:0016441,GO:0030529,GO:0010586,GO:0030425,GO:0031054,GO:0016442,GO:0003725,GO:0006379,GO:0004521,GO:0010628,GO:0048015,GO:0001047,GO:0070578,GO:0006351,GO:0010467,GO:0060213,GO:0000340,GO:0038095,GO:0090624,GO:0090625,GO:0007173,GO:0000993,GO:0005737,GO:0007219,GO:0005845,GO:0044822,GO:0035198,GO:0003676,GO:0045944,GO:0031047,GO:0000932,GO:0035278,GO:0006412,GO:0035280,GO:0005515,GO:0016020,GO:0048011,GO:0005829,GO:0003729,GO:0010501,GO:0035196,GO:0003727,GO:0008543,GO:0009791,GO:0035087,GO:0035279,GO:0070551,GO:0070883,GO:0003723,GO:0035197,GO:0046872,GO:1900153,GO:0006413,GO:0005844,GO:0005634
CDK5RAP1	NA	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	ENSG00000101391	ENSP00000217372	ENSGALP00000010883	ENSDARP00000094886	6	356,415,516,560,576,580	10	3	5	331,390,491,535,551	6	1	5	336,347,507,551,573	30	8	GO:0032403,GO:0003824,GO:0045664,GO:0005737,GO:0043412,GO:0016740,GO:0007420,GO:0000079,GO:0006400,GO:0019901,GO:0046872,GO:0009451,GO:0045736,GO:0051539,GO:0005575,GO:0051536
UGT8	NA	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]	ENSG00000174607	ENSP00000311648	ENSGALP00000019585	ENSDARP00000106796	2	96,251	1	0	3	96,194,251	1	0	2	97,252	2	0	GO:0007422,GO:0008152,GO:0008489,GO:0003851,GO:0032870,GO:0009813,GO:0052696,GO:0016758,GO:0006682,GO:0043231,GO:0016021,GO:0007417,GO:0015020
MIA3	NA	melanoma inhibitory activity family, member 3 [Source:HGNC Symbol;Acc:HGNC:24008]	ENSG00000154305	ENSP00000340900	ENSGALP00000015343	ENSDARP00000060504	5	1478,1498,1550,1714,1741	300	82	6	497,559,657,661,703,755	359	100	4	607,679,748,834	300	91	GO:0030336,GO:0015031,GO:0016020,GO:0002063,GO:0005515,GO:0042060,GO:0030199,GO:0002687,GO:0005789,GO:0030501,GO:0043231,GO:0007162,GO:0006887,GO:0016021
SERPINF1	NA	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:HGNC Symbol;Acc:HGNC:8824]	ENSG00000132386	ENSP00000254722	ENSGALP00000004753	ENSDARP00000090939	4	68,150,223,224	22	8	4	148,226,347,383	14	4	4	64,119,190,333	12	3	GO:0042470,GO:0016525,GO:0031012,GO:0005604,GO:0042698,GO:0050769,GO:0010596,GO:0001822,GO:0007275,GO:0043025,GO:0070062,GO:0060041,GO:0005515,GO:0048471,GO:0010951,GO:0005615,GO:0046685,GO:0071300,GO:0010447,GO:0010976,GO:0043203,GO:0060770,GO:0050728,GO:0005576,GO:0007568,GO:0010629,GO:0007614,GO:0030424,GO:0071279,GO:0008283,GO:0071333,GO:1901215,GO:0071549,GO:0004867
NOX5	NA	NADPH oxidase, EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:14874]	ENSG00000255346	ENSP00000373518	ENSGALP00000013077	ENSDARP00000101214	3	15,56,154	41	17	3	49,83,148	2	1	2	38,108	0	0	GO:0001935,GO:0005509,GO:0050660,GO:0005515,GO:2000379,GO:0015252,GO:0010155,GO:0015992,GO:0050663,GO:0043012,GO:0050661,GO:0042554,GO:0008283,GO:0016491,GO:0006915,GO:0020037,GO:0016175,GO:0055114,GO:0016021,GO:0000910,GO:0005783,GO:0001525
HMGN3	8	high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]	ENSG00000118418	ENSP00000482613	ENSGALP00000025549	ENSDARP00000113097	5	24,28,43,44,91	130	77	3	24,28,43	98	82	4	28,70,89,98	120	70	GO:0000785,GO:0005654,GO:0003682,GO:0031492,GO:0046966,GO:0005737,GO:0045944,GO:0008150,GO:0051091,GO:0061178,GO:0016568,GO:0006357,GO:0005634
